nome,clube
Sofia Ferreira Melo,Associação Atlética Ponte Preta
Rafael de Oliveira Amaral,Associação Atlética Ponte Preta
Sofia Amorim Lima,Associação Atlética Ponte Preta
Matheus Nascimento da Costa,Guarani Futebol Clube
João Queiroz Silva,Tênis Clube de Campinas
Sofia Queiroz Barbosa,Tênis Clube de Campinas
Beatriz Nascimento Soares,Círculo Militar de Campinas
Livia Paschoalino Mendes,Sociedade Hípica de Campinas
Pedro Ferreira Camargo,Círculo Militar de Campinas
Vinícius Braz Mendonça,Guarani Futebol Clube
Thiago de Medeiros Araujo,Círculo Militar de Campinas
Yasmin Gomes Melo,Sociedade Hípica de Campinas
Yasmin Bellini Dias,Círculo Militar de Campinas
Eduardo Fernandes Mendes,Tênis Clube de Campinas
Vitória Vieira Dias,Guarani Futebol Clube
Miguel Gomes Senzaki,Círculo Militar de Campinas
Vitória Ponciano Machado,Guarani Futebol Clube
Beatriz Fernandes Senzaki,Sociedade Hípica de Campinas
Beatriz Alves Senzaki,Círculo Militar de Campinas
Erik de Almeida Campos,Círculo Militar de Campinas
Guilherme Queiroz Domingues,Sociedade Hípica de Campinas
Vinícius Alves dos Santos,Guarani Futebol Clube
Victor Alves Machado,Círculo Militar de Campinas
Erik de Almeida Mendes,Tênis Clube de Campinas
Gabriel Paschoalino Athayde,Círculo Militar de Campinas
Yasmin Queiroz Melo,Guarani Futebol Clube
Matheus Cruz Amancio,Tênis Clube de Campinas
Maria Franco Rodrigues,Sociedade Hípica de Campinas
Henrique Mesquita Pinto,Sociedade Hípica de Campinas
Vinícius Ponciano Trindade,Sociedade Hípica de Campinas
Guilherme de Oliveira Silva,Associação Atlética Ponte Preta
Yasmin Cruz Machado,Associação Atlética Ponte Preta
Matheus Queiroz Senzaki,Círculo Militar de Campinas
Vitória Matos Amancio,Guarani Futebol Clube
Mariana Paschoalino Senzaki,Associação Atlética Ponte Preta
Miguel Bellini Trindade,Sociedade Hípica de Campinas
Miguel Ponciano Amaral,Círculo Militar de Campinas
Guilherme Matos Trindade,Guarani Futebol Clube
Maria Matos Silva,Associação Atlética Ponte Preta
Felipe Martins Trindade,Guarani Futebol Clube
Erik de Oliveira Machado,Sociedade Hípica de Campinas
André Amorim Araujo,Círculo Militar de Campinas
Guilherme Fernandes Machado,Tênis Clube de Campinas
Henrique de Medeiros Mengue,Círculo Militar de Campinas
Maria Nascimento Domingues,Tênis Clube de Campinas
Guilherme Queiroz Mengue,Tênis Clube de Campinas
Rafael Braz dos Santos,Círculo Militar de Campinas
Yasmin Cristine Mendonça,Associação Atlética Ponte Preta
Larissa Alves Camargo,Associação Atlética Ponte Preta
Vitória Ponciano Soares,Sociedade Hípica de Campinas
Guilherme da Silva Domingues,Sociedade Hípica de Campinas
Rafael Mesquita Soares,Círculo Militar de Campinas
Guilherme Amorim Domingues,Tênis Clube de Campinas
Maria da Silva Castilho,Associação Atlética Ponte Preta
João Mesquita Camargo,Sociedade Hípica de Campinas
Giovanna Martins Lopes,Guarani Futebol Clube
João de Almeida Amaral,Sociedade Hípica de Campinas
Larissa Alves Domingues,Círculo Militar de Campinas
Henrique de Medeiros Sanches,Sociedade Hípica de Campinas
Erik Gomes Camargo,Associação Atlética Ponte Preta
Eduardo Cristine Pereira,Sociedade Hípica de Campinas
Eduardo Alves Barbosa,Círculo Militar de Campinas
Victor Martins Pinto,Associação Atlética Ponte Preta
Larissa Fernandes Dias,Círculo Militar de Campinas
André Vieira Ribeiro,Associação Atlética Ponte Preta
Sofia Vieira Melo,Associação Atlética Ponte Preta
Matheus Martins Lopes,Tênis Clube de Campinas
Guilherme Santana Camargo,Guarani Futebol Clube
Yasmin Cristine Silva,Associação Atlética Ponte Preta
Matheus Amorim Campos,Associação Atlética Ponte Preta
Vinícius Queiroz Pereira,Guarani Futebol Clube
Beatriz Gomes Athayde,Guarani Futebol Clube
Samuel Ponciano Mendes,Associação Atlética Ponte Preta
Clara de Medeiros Mendes,Guarani Futebol Clube
Sofia Ponciano Pereira,Guarani Futebol Clube
André Fernandes Pereira,Guarani Futebol Clube
Mariana de Oliveira Lima,Tênis Clube de Campinas
Daniel Santana Lima,Associação Atlética Ponte Preta
João da Silva Barbosa,Associação Atlética Ponte Preta
Clara Fernandes Campos,Associação Atlética Ponte Preta
Yasmin Queiroz Mendonça,Sociedade Hípica de Campinas
Vinícius Braz Melo,Círculo Militar de Campinas
Yasmin Alves Pereira,Associação Atlética Ponte Preta
Rafael Ponciano Mengue,Sociedade Hípica de Campinas
Sofia Bellini Campos,Círculo Militar de Campinas
Sofia Nascimento Lopes,Tênis Clube de Campinas
Livia Santana Lima,Círculo Militar de Campinas
Rafael de Medeiros Camargo,Tênis Clube de Campinas
Henrique de Medeiros Pereira,Guarani Futebol Clube
Guilherme Mesquita Lopes,Associação Atlética Ponte Preta
João de Medeiros Campos,Sociedade Hípica de Campinas
Felipe Martins Melo,Sociedade Hípica de Campinas
Beatriz Mesquita Domingues,Sociedade Hípica de Campinas
Livia Cruz Mendonça,Tênis Clube de Campinas
Vinícius Alves Athayde,Guarani Futebol Clube
Yasmin Amorim Domingues,Tênis Clube de Campinas
Felipe Ferreira Domingues,Guarani Futebol Clube
Sofia Braz Mendes,Círculo Militar de Campinas
Maria Nascimento Mendonça,Guarani Futebol Clube
Larissa Ferreira Mendes,Guarani Futebol Clube
Vinícius Cruz Amancio,Círculo Militar de Campinas
Matheus Braz da Costa,Guarani Futebol Clube
Vitória Cruz Senzaki,Tênis Clube de Campinas
Maria Franco Araujo,Associação Atlética Ponte Preta
Erik Bellini Mendonça,Guarani Futebol Clube
Giovanna Cruz Trindade,Tênis Clube de Campinas
Livia Ferreira Amaral,Guarani Futebol Clube
Thiago Alves Machado,Sociedade Hípica de Campinas
Vitória Ferreira Soares,Círculo Militar de Campinas
Yasmin Bellini Camargo,Círculo Militar de Campinas
Clara de Medeiros Mendes,Associação Atlética Ponte Preta
Beatriz Braz Domingues,Círculo Militar de Campinas
André Ferreira Castilho,Tênis Clube de Campinas
Livia Ponciano Soares,Associação Atlética Ponte Preta
Giovanna da Silva Silva,Círculo Militar de Campinas
Pedro de Medeiros Lopes,Tênis Clube de Campinas
Daniel Santana Rodrigues,Tênis Clube de Campinas
Samuel Amorim Lopes,Sociedade Hípica de Campinas
Vinícius Vieira Lima,Tênis Clube de Campinas
Livia de Oliveira dos Santos,Sociedade Hípica de Campinas
Pedro Matos Soares,Guarani Futebol Clube
Pedro Amorim Mendes,Guarani Futebol Clube
Beatriz Martins Mengue,Guarani Futebol Clube
André Ponciano Castilho,Tênis Clube de Campinas
Thiago Ponciano Athayde,Guarani Futebol Clube
Henrique Cristine Lopes,Círculo Militar de Campinas
Felipe Matos Lima,Sociedade Hípica de Campinas
Maria Matos Araujo,Associação Atlética Ponte Preta
Sofia Bellini Campos,Guarani Futebol Clube
Guilherme Braz da Costa,Associação Atlética Ponte Preta
Yasmin Mesquita Soares,Sociedade Hípica de Campinas
Matheus Franco Pinto,Guarani Futebol Clube
Matheus Nascimento Sanches,Sociedade Hípica de Campinas
Yasmin Braz da Costa,Sociedade Hípica de Campinas
Beatriz Cruz Lima,Tênis Clube de Campinas
Livia da Silva Soares,Sociedade Hípica de Campinas
Giovanna Cruz Mendonça,Associação Atlética Ponte Preta
Daniel Alves Rodrigues,Associação Atlética Ponte Preta
Victor de Almeida Castilho,Associação Atlética Ponte Preta
Larissa de Almeida Ribeiro,Guarani Futebol Clube
Samuel Ponciano Lima,Associação Atlética Ponte Preta
Vitória Alves Pinto,Associação Atlética Ponte Preta
Thiago Amorim Pereira,Círculo Militar de Campinas
Erik Nascimento Camargo,Tênis Clube de Campinas
André de Almeida Araujo,Tênis Clube de Campinas
Vitória Ponciano Soares,Associação Atlética Ponte Preta
Rafael Gomes Barbosa,Círculo Militar de Campinas
Thiago Braz Domingues,Associação Atlética Ponte Preta
Clara Cruz Silva,Tênis Clube de Campinas
Victor Amorim Lima,Guarani Futebol Clube
Felipe Gomes Amaral,Círculo Militar de Campinas
Vinícius Amorim Mendonça,Guarani Futebol Clube
Rafael da Silva Ribeiro,Associação Atlética Ponte Preta
Clara Bellini Campos,Associação Atlética Ponte Preta
Livia Ferreira Domingues,Tênis Clube de Campinas
Rafael Alves Castilho,Sociedade Hípica de Campinas
Thiago Queiroz Camargo,Tênis Clube de Campinas
Matheus Gomes Dias,Associação Atlética Ponte Preta
Larissa de Medeiros Pereira,Associação Atlética Ponte Preta
Giovanna Ferreira Athayde,Associação Atlética Ponte Preta
Mariana Amorim Lima,Guarani Futebol Clube
Pedro Cruz Castilho,Círculo Militar de Campinas
Thiago Mesquita Campos,Associação Atlética Ponte Preta
Henrique Queiroz Rodrigues,Círculo Militar de Campinas
Victor Nascimento Amaral,Associação Atlética Ponte Preta
Victor Paschoalino Araujo,Círculo Militar de Campinas
Gabriel Paschoalino Senzaki,Sociedade Hípica de Campinas
Vinícius Franco Lopes,Associação Atlética Ponte Preta
Daniel Alves Amaral,Círculo Militar de Campinas
Pedro Matos Soares,Associação Atlética Ponte Preta
Rafael Queiroz Melo,Sociedade Hípica de Campinas
Clara Santana Camargo,Tênis Clube de Campinas
Victor Ponciano Camargo,Círculo Militar de Campinas
Livia Ponciano Amaral,Associação Atlética Ponte Preta
Beatriz Gomes dos Santos,Tênis Clube de Campinas
Victor Alves Amancio,Guarani Futebol Clube
Larissa Alves Domingues,Tênis Clube de Campinas
Erik Fernandes Castilho,Associação Atlética Ponte Preta
Beatriz de Almeida Castilho,Sociedade Hípica de Campinas
Clara de Oliveira Lopes,Círculo Militar de Campinas
Miguel Martins Rodrigues,Tênis Clube de Campinas
Sofia Amorim da Costa,Tênis Clube de Campinas
Vitória Matos Soares,Tênis Clube de Campinas
Erik Franco da Costa,Associação Atlética Ponte Preta
Maria Amorim Ribeiro,Associação Atlética Ponte Preta
Pedro Gomes Athayde,Sociedade Hípica de Campinas
Erik Matos Lima,Círculo Militar de Campinas
Vinícius Vieira Lopes,Tênis Clube de Campinas
Rafael Queiroz Senzaki,Tênis Clube de Campinas
João Vieira da Costa,Associação Atlética Ponte Preta
Gabriel Santana Araujo,Associação Atlética Ponte Preta
João Paschoalino Mendonça,Associação Atlética Ponte Preta
Yasmin Gomes Dias,Associação Atlética Ponte Preta
Larissa Matos Pereira,Sociedade Hípica de Campinas
Felipe Matos da Costa,Círculo Militar de Campinas
Henrique Fernandes Rodrigues,Tênis Clube de Campinas
Yasmin Ferreira Lima,Tênis Clube de Campinas
Matheus Mesquita dos Santos,Sociedade Hípica de Campinas
Pedro Alves Mendonça,Guarani Futebol Clube
Erik de Almeida da Costa,Tênis Clube de Campinas
Guilherme de Medeiros Mengue,Guarani Futebol Clube
Giovanna Alves Senzaki,Associação Atlética Ponte Preta
Vinícius Matos Pereira,Guarani Futebol Clube
Samuel Santana Melo,Círculo Militar de Campinas
Henrique Fernandes Amaral,Tênis Clube de Campinas
Daniel de Medeiros Amancio,Tênis Clube de Campinas
Pedro de Almeida Amaral,Guarani Futebol Clube
João Santana Dias,Tênis Clube de Campinas
Yasmin Matos Amancio,Associação Atlética Ponte Preta
Giovanna Queiroz Mendes,Sociedade Hípica de Campinas
Guilherme Franco Mendonça,Tênis Clube de Campinas
Larissa de Oliveira Mendonça,Associação Atlética Ponte Preta
Thiago Gomes Soares,Associação Atlética Ponte Preta
Clara de Oliveira da Costa,Tênis Clube de Campinas
Larissa de Almeida Ribeiro,Círculo Militar de Campinas
Vitória Amorim Barbosa,Tênis Clube de Campinas
Larissa Santana Silva,Associação Atlética Ponte Preta
João da Silva dos Santos,Tênis Clube de Campinas
Rafael Cruz da Costa,Associação Atlética Ponte Preta
Erik de Medeiros Trindade,Sociedade Hípica de Campinas
Eduardo Matos Mendes,Círculo Militar de Campinas
Sofia Cruz Pereira,Guarani Futebol Clube
Yasmin Queiroz Lopes,Associação Atlética Ponte Preta
Victor Fernandes dos Santos,Sociedade Hípica de Campinas
Sofia de Medeiros Araujo,Associação Atlética Ponte Preta
Miguel Paschoalino Araujo,Sociedade Hípica de Campinas
Maria Vieira Domingues,Círculo Militar de Campinas
Mariana Fernandes Amaral,Tênis Clube de Campinas
Erik de Almeida Domingues,Sociedade Hípica de Campinas
Henrique de Almeida Campos,Guarani Futebol Clube
André Ponciano Castilho,Círculo Militar de Campinas
Gabriel de Medeiros Soares,Guarani Futebol Clube
Clara Bellini Campos,Sociedade Hípica de Campinas
Victor da Silva Sanches,Associação Atlética Ponte Preta
Matheus da Silva Campos,Associação Atlética Ponte Preta
Eduardo Cristine Athayde,Sociedade Hípica de Campinas
Sofia de Almeida Ribeiro,Sociedade Hípica de Campinas
Miguel de Medeiros Mendes,Associação Atlética Ponte Preta
Erik Santana Mendonça,Associação Atlética Ponte Preta
Gabriel Franco Dias,Guarani Futebol Clube
Guilherme Amorim Rodrigues,Associação Atlética Ponte Preta
Livia de Medeiros Lima,Associação Atlética Ponte Preta
Erik Queiroz Rodrigues,Associação Atlética Ponte Preta
João de Almeida Mendes,Círculo Militar de Campinas
Vitória Mesquita Camargo,Tênis Clube de Campinas
Rafael Amorim Soares,Círculo Militar de Campinas
Larissa Franco da Costa,Sociedade Hípica de Campinas
Daniel Bellini Athayde,Círculo Militar de Campinas
Miguel Vieira Pinto,Associação Atlética Ponte Preta
Clara Gomes Rodrigues,Tênis Clube de Campinas
Miguel Franco Melo,Tênis Clube de Campinas
Erik Alves Domingues,Guarani Futebol Clube
Henrique Cristine Lima,Círculo Militar de Campinas
Eduardo Paschoalino Silva,Tênis Clube de Campinas
Vinícius da Silva Trindade,Círculo Militar de Campinas
Livia Matos Barbosa,Guarani Futebol Clube
Sofia Cruz Melo,Associação Atlética Ponte Preta
Sofia Franco Castilho,Tênis Clube de Campinas
Beatriz Ponciano Campos,Tênis Clube de Campinas
Sofia Gomes Domingues,Sociedade Hípica de Campinas
Gabriel Gomes Melo,Associação Atlética Ponte Preta
Pedro Ponciano dos Santos,Tênis Clube de Campinas
Gabriel Paschoalino Melo,Tênis Clube de Campinas
Gabriel Cristine Lopes,Tênis Clube de Campinas
Beatriz da Silva Mendes,Associação Atlética Ponte Preta
Victor Paschoalino Melo,Sociedade Hípica de Campinas
André Cruz Soares,Sociedade Hípica de Campinas
Giovanna Queiroz Pereira,Associação Atlética Ponte Preta
Beatriz Fernandes Melo,Associação Atlética Ponte Preta
Yasmin Queiroz da Costa,Associação Atlética Ponte Preta
Yasmin Alves Soares,Sociedade Hípica de Campinas
Gabriel Fernandes Campos,Associação Atlética Ponte Preta
Sofia Matos Castilho,Sociedade Hípica de Campinas
Giovanna da Silva Soares,Sociedade Hípica de Campinas
Beatriz Ferreira Campos,Tênis Clube de Campinas
Pedro Braz Mendonça,Tênis Clube de Campinas
Felipe Queiroz Pinto,Tênis Clube de Campinas
Erik Martins Pereira,Círculo Militar de Campinas
Gabriel Cristine Pinto,Associação Atlética Ponte Preta
Clara Fernandes dos Santos,Sociedade Hípica de Campinas
Miguel Fernandes Domingues,Círculo Militar de Campinas
Eduardo de Almeida Araujo,Círculo Militar de Campinas
Daniel Amorim Castilho,Associação Atlética Ponte Preta
Eduardo Alves Barbosa,Sociedade Hípica de Campinas
Maria de Almeida Mendes,Tênis Clube de Campinas
Miguel Franco Athayde,Sociedade Hípica de Campinas
Matheus de Medeiros Lima,Tênis Clube de Campinas
André Alves Senzaki,Guarani Futebol Clube
André Franco Soares,Círculo Militar de Campinas
Matheus Mesquita Domingues,Sociedade Hípica de Campinas
Rafael Bellini Amaral,Associação Atlética Ponte Preta
Guilherme Nascimento Domingues,Sociedade Hípica de Campinas
Beatriz Cristine Amaral,Tênis Clube de Campinas
Eduardo Fernandes Soares,Tênis Clube de Campinas
Daniel Braz Mendes,Círculo Militar de Campinas
Eduardo Mesquita Mengue,Círculo Militar de Campinas
Maria Amorim Dias,Associação Atlética Ponte Preta
Rafael Santana Domingues,Guarani Futebol Clube
Vinícius de Medeiros da Costa,Tênis Clube de Campinas
Maria de Medeiros Pinto,Círculo Militar de Campinas
Clara Gomes Mendes,Associação Atlética Ponte Preta
Maria Martins Castilho,Guarani Futebol Clube
Vitória Mesquita Machado,Sociedade Hípica de Campinas
Guilherme Franco Trindade,Associação Atlética Ponte Preta
Larissa Ferreira Senzaki,Sociedade Hípica de Campinas
Guilherme Vieira Silva,Associação Atlética Ponte Preta
Matheus da Silva Athayde,Associação Atlética Ponte Preta
Clara Alves Dias,Associação Atlética Ponte Preta
Livia Cristine Mendes,Círculo Militar de Campinas
Miguel Martins Rodrigues,Círculo Militar de Campinas
Matheus Braz Domingues,Tênis Clube de Campinas
Daniel Fernandes Camargo,Associação Atlética Ponte Preta
Maria de Almeida Sanches,Sociedade Hípica de Campinas
Eduardo Vieira Araujo,Sociedade Hípica de Campinas
Giovanna Gomes Lima,Guarani Futebol Clube
Victor Ferreira Lima,Associação Atlética Ponte Preta
Matheus Amorim Amaral,Guarani Futebol Clube
Miguel Ferreira Senzaki,Círculo Militar de Campinas
Thiago Matos Trindade,Guarani Futebol Clube
Henrique Paschoalino Ribeiro,Tênis Clube de Campinas
Daniel Cruz Camargo,Sociedade Hípica de Campinas
Beatriz da Silva Castilho,Guarani Futebol Clube
Pedro Mesquita Amancio,Associação Atlética Ponte Preta
Sofia Ferreira Silva,Guarani Futebol Clube
Sofia Santana Rodrigues,Associação Atlética Ponte Preta
Larissa Nascimento Campos,Círculo Militar de Campinas
Beatriz Cristine Pinto,Tênis Clube de Campinas
Samuel de Medeiros Mendes,Tênis Clube de Campinas
Rafael Cruz Camargo,Guarani Futebol Clube
Gabriel Cristine Lopes,Círculo Militar de Campinas
Clara Gomes Camargo,Associação Atlética Ponte Preta
Miguel Cruz Amancio,Tênis Clube de Campinas
Rafael Vieira Mendes,Guarani Futebol Clube
Rafael Santana Camargo,Guarani Futebol Clube
Vitória Santana Ribeiro,Guarani Futebol Clube
Thiago Ferreira Rodrigues,Círculo Militar de Campinas
Daniel Matos Machado,Círculo Militar de Campinas
Maria Ponciano Amancio,Associação Atlética Ponte Preta
Thiago da Silva Castilho,Guarani Futebol Clube
Larissa Amorim Athayde,Tênis Clube de Campinas
Mariana Vieira Machado,Tênis Clube de Campinas
Henrique Fernandes Mendes,Tênis Clube de Campinas
Miguel Queiroz Soares,Círculo Militar de Campinas
Larissa Ponciano Sanches,Círculo Militar de Campinas
Daniel Fernandes Araujo,Círculo Militar de Campinas
Livia Ferreira Mendes,Círculo Militar de Campinas
Daniel Paschoalino Pereira,Sociedade Hípica de Campinas
Miguel Vieira Rodrigues,Círculo Militar de Campinas
Maria de Almeida Athayde,Guarani Futebol Clube
Victor de Almeida Lima,Sociedade Hípica de Campinas
Felipe Braz dos Santos,Círculo Militar de Campinas
Vinícius Matos dos Santos,Guarani Futebol Clube
Maria Braz Mengue,Guarani Futebol Clube
Beatriz Gomes dos Santos,Guarani Futebol Clube
Guilherme Alves Amancio,Sociedade Hípica de Campinas
Miguel da Silva Araujo,Círculo Militar de Campinas
Erik Gomes Mendes,Associação Atlética Ponte Preta
Maria de Almeida Campos,Guarani Futebol Clube
Livia Cruz Rodrigues,Sociedade Hípica de Campinas
Guilherme Franco Pinto,Sociedade Hípica de Campinas
Maria Cristine Mendes,Associação Atlética Ponte Preta
Victor Braz Domingues,Tênis Clube de Campinas
Vinícius Fernandes Sanches,Sociedade Hípica de Campinas
Larissa Gomes Sanches,Guarani Futebol Clube
Pedro Alves Domingues,Círculo Militar de Campinas
Mariana Gomes Rodrigues,Guarani Futebol Clube
Mariana Braz Silva,Associação Atlética Ponte Preta
João Ferreira Castilho,Sociedade Hípica de Campinas
Giovanna Cruz Rodrigues,Círculo Militar de Campinas
Eduardo Santana Silva,Associação Atlética Ponte Preta
Daniel Gomes Campos,Guarani Futebol Clube
Eduardo Martins Domingues,Sociedade Hípica de Campinas
Larissa Vieira Senzaki,Associação Atlética Ponte Preta
Daniel Matos Lopes,Associação Atlética Ponte Preta
Henrique de Medeiros Lopes,Círculo Militar de Campinas
Vitória Nascimento Trindade,Sociedade Hípica de Campinas
Rafael Amorim Soares,Guarani Futebol Clube
Pedro Santana Barbosa,Sociedade Hípica de Campinas
Thiago Cristine Silva,Associação Atlética Ponte Preta
André Mesquita Domingues,Tênis Clube de Campinas
Samuel Ponciano Trindade,Guarani Futebol Clube
Eduardo Bellini dos Santos,Guarani Futebol Clube
Miguel de Medeiros Domingues,Tênis Clube de Campinas
Erik Ponciano Araujo,Sociedade Hípica de Campinas
Guilherme Mesquita Machado,Associação Atlética Ponte Preta
Vitória de Medeiros Rodrigues,Tênis Clube de Campinas
Samuel Vieira Pereira,Círculo Militar de Campinas
Vinícius Amorim Mendonça,Sociedade Hípica de Campinas
Sofia de Almeida Pinto,Círculo Militar de Campinas
Livia Ferreira Athayde,Círculo Militar de Campinas
Mariana de Oliveira Rodrigues,Círculo Militar de Campinas
Clara Alves Mendes,Sociedade Hípica de Campinas
Gabriel Fernandes Dias,Guarani Futebol Clube
Rafael Queiroz Rodrigues,Tênis Clube de Campinas
Samuel Mesquita Barbosa,Associação Atlética Ponte Preta
Yasmin Bellini Camargo,Sociedade Hípica de Campinas
Henrique Ferreira Silva,Tênis Clube de Campinas
Rafael Fernandes Ribeiro,Associação Atlética Ponte Preta
Rafael de Oliveira Camargo,Círculo Militar de Campinas
Guilherme Fernandes Castilho,Círculo Militar de Campinas
Pedro Cruz dos Santos,Guarani Futebol Clube
Giovanna Vieira Castilho,Tênis Clube de Campinas
Guilherme de Oliveira Amancio,Guarani Futebol Clube
Sofia Nascimento Pereira,Associação Atlética Ponte Preta
Daniel Ponciano Trindade,Círculo Militar de Campinas
Pedro Ponciano Mendonça,Guarani Futebol Clube
Rafael Vieira Machado,Guarani Futebol Clube
Felipe Nascimento Dias,Tênis Clube de Campinas
Matheus Amorim Castilho,Sociedade Hípica de Campinas
Thiago Gomes Castilho,Associação Atlética Ponte Preta
Larissa Nascimento Barbosa,Guarani Futebol Clube
Larissa Amorim Soares,Círculo Militar de Campinas
Daniel Mesquita Rodrigues,Tênis Clube de Campinas
Pedro Braz Trindade,Tênis Clube de Campinas
Victor Gomes Lima,Tênis Clube de Campinas
Henrique Queiroz Senzaki,Associação Atlética Ponte Preta
Clara de Medeiros Lima,Círculo Militar de Campinas
Thiago Alves Amaral,Tênis Clube de Campinas
Guilherme Braz Athayde,Sociedade Hípica de Campinas
Larissa Bellini Athayde,Sociedade Hípica de Campinas
Thiago Fernandes Amaral,Tênis Clube de Campinas
Maria de Almeida dos Santos,Guarani Futebol Clube
Erik Alves Lopes,Guarani Futebol Clube
Felipe Mesquita Rodrigues,Associação Atlética Ponte Preta
Victor Nascimento Rodrigues,Sociedade Hípica de Campinas
Erik Cruz Athayde,Círculo Militar de Campinas
Livia Cruz Mendonça,Guarani Futebol Clube
Vinícius Franco Machado,Guarani Futebol Clube
Matheus Queiroz Pereira,Sociedade Hípica de Campinas
Miguel Santana Castilho,Sociedade Hípica de Campinas
André de Medeiros Barbosa,Guarani Futebol Clube
Matheus Cruz Mengue,Tênis Clube de Campinas
Felipe de Oliveira Melo,Sociedade Hípica de Campinas
Gabriel Alves Campos,Sociedade Hípica de Campinas
Giovanna Cristine Melo,Círculo Militar de Campinas
Larissa Matos Sanches,Tênis Clube de Campinas
João de Medeiros Barbosa,Círculo Militar de Campinas
Samuel Cristine Camargo,Guarani Futebol Clube
Rafael Franco Ribeiro,Tênis Clube de Campinas
Larissa Paschoalino Senzaki,Tênis Clube de Campinas
Gabriel Bellini dos Santos,Círculo Militar de Campinas
Gabriel Braz Lima,Guarani Futebol Clube
Guilherme Santana Melo,Tênis Clube de Campinas
Samuel Matos Lima,Tênis Clube de Campinas
Giovanna Fernandes Castilho,Sociedade Hípica de Campinas
Daniel Ferreira Mengue,Círculo Militar de Campinas
Samuel Matos Lima,Associação Atlética Ponte Preta
Clara Alves Lopes,Círculo Militar de Campinas
André Gomes Castilho,Associação Atlética Ponte Preta
Thiago Braz Mendes,Sociedade Hípica de Campinas
Vinícius Nascimento Dias,Sociedade Hípica de Campinas
Clara Nascimento Sanches,Guarani Futebol Clube
Maria Amorim Sanches,Associação Atlética Ponte Preta
André Queiroz Mengue,Sociedade Hípica de Campinas
Sofia Amorim da Costa,Círculo Militar de Campinas
Thiago Alves da Costa,Associação Atlética Ponte Preta
Eduardo Franco Mengue,Associação Atlética Ponte Preta
Yasmin Bellini Mendes,Círculo Militar de Campinas
Clara Alves Lopes,Guarani Futebol Clube
Daniel da Silva Machado,Círculo Militar de Campinas
Samuel da Silva Senzaki,Tênis Clube de Campinas
Mariana Gomes da Costa,Sociedade Hípica de Campinas
Mariana da Silva Campos,Guarani Futebol Clube
Miguel Ponciano Amaral,Sociedade Hípica de Campinas
Larissa de Almeida Machado,Círculo Militar de Campinas
Pedro Cruz Mendonça,Guarani Futebol Clube
Giovanna Paschoalino Amancio,Círculo Militar de Campinas
Yasmin Braz da Costa,Tênis Clube de Campinas
Yasmin Ferreira Mengue,Tênis Clube de Campinas
Miguel Martins Lopes,Tênis Clube de Campinas
Vinícius Mesquita Castilho,Associação Atlética Ponte Preta
Matheus Gomes Dias,Círculo Militar de Campinas
Sofia Cruz Araujo,Tênis Clube de Campinas
Sofia de Medeiros Sanches,Associação Atlética Ponte Preta
Samuel Cruz Pinto,Guarani Futebol Clube
Guilherme Fernandes Rodrigues,Sociedade Hípica de Campinas
Maria Amorim Sanches,Tênis Clube de Campinas
Samuel Queiroz Trindade,Círculo Militar de Campinas
Mariana Amorim Lima,Círculo Militar de Campinas
Eduardo Paschoalino Camargo,Sociedade Hípica de Campinas
Matheus Amorim Mendes,Sociedade Hípica de Campinas
Gabriel Gomes Araujo,Tênis Clube de Campinas
Henrique de Medeiros Lopes,Guarani Futebol Clube
Henrique Paschoalino Senzaki,Associação Atlética Ponte Preta
Samuel Cruz Campos,Tênis Clube de Campinas
Beatriz Queiroz dos Santos,Círculo Militar de Campinas
Victor Gomes dos Santos,Sociedade Hípica de Campinas
Beatriz de Almeida Melo,Associação Atlética Ponte Preta
Livia de Oliveira Lopes,Sociedade Hípica de Campinas
Guilherme Ponciano Pereira,Círculo Militar de Campinas
Beatriz de Almeida Araujo,Sociedade Hípica de Campinas
Pedro Fernandes Pinto,Sociedade Hípica de Campinas
Clara Ferreira Araujo,Guarani Futebol Clube
Henrique da Silva Mendonça,Associação Atlética Ponte Preta
Sofia Mesquita Soares,Tênis Clube de Campinas
Mariana Santana Lopes,Círculo Militar de Campinas
Maria Paschoalino Machado,Guarani Futebol Clube
Daniel Franco dos Santos,Guarani Futebol Clube
Mariana Gomes Camargo,Tênis Clube de Campinas
Matheus Braz Ribeiro,Guarani Futebol Clube
Thiago Franco Pereira,Círculo Militar de Campinas
João Vieira Dias,Tênis Clube de Campinas
Gabriel Nascimento Dias,Tênis Clube de Campinas
João da Silva Barbosa,Círculo Militar de Campinas
Gabriel Queiroz Melo,Círculo Militar de Campinas
Miguel Bellini dos Santos,Círculo Militar de Campinas
Guilherme Ponciano Soares,Sociedade Hípica de Campinas
Gabriel Nascimento Amancio,Sociedade Hípica de Campinas
Eduardo Gomes Ribeiro,Tênis Clube de Campinas
Miguel Cruz Camargo,Associação Atlética Ponte Preta
Miguel Santana Campos,Círculo Militar de Campinas
Giovanna Alves Amaral,Sociedade Hípica de Campinas
Vinícius Matos Amancio,Guarani Futebol Clube
Rafael Franco Rodrigues,Associação Atlética Ponte Preta
João Santana Mengue,Tênis Clube de Campinas
Sofia de Almeida Domingues,Sociedade Hípica de Campinas
Giovanna Franco Soares,Sociedade Hípica de Campinas
Guilherme de Oliveira Lima,Sociedade Hípica de Campinas
André de Almeida Castilho,Sociedade Hípica de Campinas
João Bellini dos Santos,Círculo Militar de Campinas
