nome,placa,marca,cor
André Matos Sanches,FBE3E88,Hyundai,Branco
Samuel Santana Melo,BBD3A14,Fiat,Branco
Maria Paschoalino Mendes,CDE0E11,Honda,Cinza
Yasmin Ponciano Sanches,DAE4E41,Toyota,Branco
Yasmin Amorim Lima,FEB6A49,Hyundai,Branco
Beatriz Mesquita dos Santos,ADF5D15,Hyundai,Azul Claro
Vitória Cruz Campos,CDA5C25,Toyota,Preto
Samuel Ferreira Amaral,AAF0B71,Toyota,Prata
Gabriel Nascimento Amaral,DBB1D17,VW,Vermelho
Vinícius Braz Ribeiro,EFD2A69,Fiat,Branco
Beatriz Braz Domingues,BED8D26,Chevrolet,Azul Claro
Larissa de Almeida Ribeiro,CFA9D33,Honda,Prata
Giovanna Ferreira Barbosa,DDF5E42,Fiat,Prata
Yasmin de Medeiros Mendonça,DFF4A99,Chevrolet,Vermelho
Henrique de Almeida Ribeiro,FCC9E18,Toyota,Prata
Livia Nascimento Amancio,CFC7D43,Chevrolet,Vermelho
Felipe Ponciano Senzaki,FFA1C74,Toyota,Cinza
Rafael de Medeiros Sanches,AEB7E21,Chevrolet,Cinza
João Queiroz Lima,EFD6C54,VW,Preto
Vinícius Cruz Pinto,CDE0B82,Honda,Branco
Vinícius Amorim Domingues,AEC7B49,Hyundai,Branco
Victor Queiroz Athayde,ECD0B81,Honda,Azul Claro
André Matos Ribeiro,AFC7E22,Fiat,Prata
Daniel Matos Lima,AAC8A28,Chevrolet,Preto
João de Medeiros Soares,FBB6D89,Chevrolet,Preto
Vitória da Silva Ribeiro,CCF5D11,Honda,Cinza
Daniel Fernandes Senzaki,BFE6A73,Honda,Prata
Clara Ferreira Senzaki,ACB7A68,Chevrolet,Prata
Larissa de Almeida Mendes,EBE0D14,Fiat,Cinza
Livia Martins Lima,AAB4C36,Fiat,Preto
Thiago de Oliveira Barbosa,AFC8B50,Toyota,Vermelho
Daniel Nascimento Lopes,FDD4D64,Toyota,Branco
Maria de Almeida Athayde,EAA6D79,Chevrolet,Azul Claro
Daniel Cruz Melo,BBE0C86,Toyota,Vermelho
Beatriz Nascimento Soares,DAD7A88,Chevrolet,Prata
Samuel de Medeiros Mendes,DFD7B60,Chevrolet,Cinza
Mariana Vieira Amaral,CFD4B81,Chevrolet,Cinza
André Bellini dos Santos,EAD5D52,Toyota,Preto
Larissa Cruz dos Santos,BFE2D61,Toyota,Preto
Thiago Matos Senzaki,ACB8E18,Toyota,Vermelho
Victor Santana Dias,EDB9B21,Toyota,Prata
Rafael Franco Ribeiro,CAF0C49,Chevrolet,Azul Claro
Henrique Ponciano Mendonça,AAB8A93,VW,Preto
Matheus Paschoalino Trindade,ACD8A87,Honda,Vermelho
Rafael de Almeida Rodrigues,BAB6C31,VW,Vermelho
Livia Nascimento Pereira,BEB6E78,Hyundai,Vermelho
Matheus de Oliveira Rodrigues,EEE3C96,Fiat,Vermelho
Livia Santana Soares,FEB8D94,Honda,Branco
Beatriz Cristine Machado,DFF8E89,Hyundai,Azul Claro
Felipe Braz dos Santos,DCF0D40,Fiat,Cinza
Felipe Paschoalino Rodrigues,ECE4A78,Chevrolet,Cinza
Maria Amorim Melo,AEE9D43,Honda,Azul Claro
Giovanna Cruz Amancio,FBC3B23,VW,Vermelho
Yasmin Vieira Soares,BFD1B42,Hyundai,Azul Claro
Yasmin Ferreira Barbosa,FCC2A26,Chevrolet,Azul Claro
Daniel Amorim Rodrigues,ABF2A65,Fiat,Azul Claro
Clara Franco Camargo,FDA8C21,Hyundai,Branco
Thiago Amorim Amaral,CFC9D48,VW,Preto
Livia de Medeiros Domingues,CEA9E30,Chevrolet,Azul Claro
Thiago Braz Lopes,CBC1E74,VW,Preto
Victor Gomes Silva,AEC3B39,Honda,Vermelho
Guilherme Franco dos Santos,FAB9A30,Chevrolet,Cinza
Miguel Cruz Amaral,EBC0B34,Honda,Preto
Pedro Mesquita Silva,CDE0B59,Fiat,Vermelho
Daniel da Silva Ribeiro,DAE3A57,VW,Prata
Erik Gomes Mendonça,AFB6D65,Chevrolet,Cinza
Gabriel Matos Amancio,EEC3A96,Toyota,Azul Claro
João de Medeiros Pereira,DEE5B15,Toyota,Azul Claro
Eduardo Ponciano Amaral,DAF2B77,Fiat,Prata
Livia Braz Melo,BFD7A24,VW,Preto
Larissa Fernandes Dias,BEC5B97,Hyundai,Preto
Gabriel Queiroz Mengue,ADA0E35,Fiat,Cinza
Thiago de Medeiros Mengue,DCC5A66,Honda,Prata
Eduardo Santana Lopes,ECD1E64,VW,Branco
Sofia Matos Melo,AAA8D90,Fiat,Branco
Vinícius Cristine Pinto,BCD0D59,Fiat,Prata
Gabriel Martins da Costa,DFF8B17,Chevrolet,Vermelho
Vinícius Amorim Soares,DBE5A68,Fiat,Vermelho
Clara Braz Soares,ACA6D56,Chevrolet,Preto
Victor Mesquita Silva,FCC9D37,Hyundai,Branco
Beatriz de Almeida Barbosa,EAF5C30,Hyundai,Preto
Eduardo Cruz dos Santos,BAC5A61,Honda,Vermelho
Samuel Cristine Machado,BAE8C19,Fiat,Branco
Erik Ponciano Melo,BEE1D76,Honda,Cinza
Livia Fernandes Mendes,FED8D82,Chevrolet,Vermelho
Miguel Queiroz Soares,AAB1C71,Chevrolet,Prata
Miguel Fernandes Sanches,DAC7C49,Fiat,Cinza
Thiago Cristine Lopes,BDD2D65,Hyundai,Preto
Victor da Silva Amaral,DEF5A13,VW,Branco
Vinícius Amorim Soares,FBF9A28,VW,Branco
Rafael Amorim Trindade,CCB2B55,Chevrolet,Preto
Larissa Nascimento Amancio,ADD5A75,Hyundai,Azul Claro
Giovanna Franco Machado,CEB8C89,VW,Azul Claro
Erik Nascimento Mendes,CCE8B13,Hyundai,Vermelho
Felipe Fernandes Pinto,CED8D23,VW,Cinza
Matheus Amorim Campos,FED9E84,Honda,Preto
Vitória Braz da Costa,CFC8D33,Chevrolet,Vermelho
Livia Cruz Senzaki,CDB5E58,VW,Prata
Yasmin Amorim Pereira,DDF6D56,Chevrolet,Branco
Vinícius da Silva Lima,BFC4E80,VW,Vermelho
Gabriel Santana Camargo,AFE5E15,Honda,Cinza
Thiago Bellini Melo,BCF3A73,Honda,Branco
Livia Paschoalino Mendes,CAF3E37,Chevrolet,Cinza
Samuel Ferreira Mengue,CBC5A55,Hyundai,Vermelho
Victor Paschoalino Melo,EAB7A57,Fiat,Cinza
Miguel Ponciano Melo,AFC3D15,VW,Azul Claro
Gabriel Fernandes Campos,EED9D99,Hyundai,Branco
Daniel Paschoalino Machado,EDC0E35,Fiat,Vermelho
Vinícius Braz Melo,DAF5A27,Hyundai,Preto
Thiago Bellini dos Santos,DAF5A91,Chevrolet,Cinza
João da Silva Barbosa,DEE1D52,VW,Azul Claro
Miguel Matos Silva,AFC2C19,Honda,Vermelho
Beatriz Cruz Mendonça,FEA9D31,Chevrolet,Preto
Samuel Matos Pereira,CEA4E50,Toyota,Prata
Samuel Cristine Amaral,BFF4E60,VW,Branco
Miguel Ponciano Araujo,ABD4A66,Honda,Azul Claro
Larissa Matos Lopes,ACA6E62,Chevrolet,Cinza
Pedro Alves Trindade,EFE0B49,Toyota,Prata
Pedro Mesquita Melo,AEB5E93,Chevrolet,Preto
Miguel Martins Silva,FEE5C25,Chevrolet,Branco
Maria Braz Araujo,BAC3D81,Hyundai,Azul Claro
Felipe Gomes dos Santos,AEF3B12,Honda,Azul Claro
Daniel Braz Pinto,CAB2A10,VW,Branco
Giovanna Amorim Silva,CDF1D68,Fiat,Prata
Victor Cristine Campos,BFE7A53,VW,Vermelho
Giovanna Alves Barbosa,AEF3D31,Honda,Vermelho
Thiago Braz da Costa,ACE0B97,VW,Preto
Guilherme Santana Camargo,DAF1B54,Chevrolet,Azul Claro
Pedro Franco da Costa,CEA2E47,Fiat,Azul Claro
Miguel Fernandes Pinto,BDA8B46,Toyota,Preto
João Matos Castilho,AED7C89,Chevrolet,Vermelho
Thiago Mesquita Domingues,BFF4B89,Fiat,Preto
Sofia Amorim Soares,DFC4A52,Chevrolet,Prata
Daniel Cristine Mengue,BCB1C57,Honda,Branco
Henrique Alves Machado,FEE7B68,Toyota,Preto
Giovanna Cruz Senzaki,FCD2B38,Hyundai,Branco
Sofia de Oliveira Ribeiro,CAA7C58,Honda,Branco
Sofia Bellini Campos,FFC6D71,Fiat,Preto
Guilherme Gomes Mengue,BAF1C91,Fiat,Cinza
João da Silva Mendonça,ADB5E13,Honda,Branco
Miguel Vieira Amancio,EDC9A72,Honda,Vermelho
Livia Braz Camargo,FAE6A97,Fiat,Preto
Gabriel da Silva Camargo,BBC4B26,Hyundai,Prata
Samuel Ponciano Rodrigues,AAD8A85,Fiat,Cinza
Mariana Fernandes Amaral,FBF9E73,Hyundai,Cinza
Miguel Bellini Castilho,BEC6A63,Hyundai,Cinza
Guilherme Paschoalino Machado,DDE6D38,Fiat,Vermelho
João Bellini Senzaki,AFF1D37,Toyota,Prata
Sofia de Almeida Dias,CFB5D16,Hyundai,Azul Claro
Samuel Mesquita Barbosa,FCD5B80,Fiat,Cinza
João Cruz Amancio,FFB1E66,VW,Prata
Victor Franco Araujo,ACB9B47,Honda,Vermelho
Guilherme Amorim Camargo,EEE9A14,Chevrolet,Cinza
Livia Vieira Pereira,AEA4B94,Toyota,Cinza
Felipe da Silva Soares,EDE9B76,VW,Preto
Vinícius Ponciano Trindade,CEA9C81,Toyota,Cinza
Sofia Mesquita Athayde,BDB9D63,Fiat,Preto
Maria Queiroz Silva,ACD4E53,Fiat,Cinza
Larissa Amorim Pinto,CCC4E90,Fiat,Azul Claro
Thiago Cruz Senzaki,BAA3B79,Chevrolet,Prata
Henrique Mesquita Machado,EAD6C43,Honda,Preto
Maria Alves Araujo,DEF1B38,Hyundai,Preto
Yasmin Santana Pinto,BDE2A46,Hyundai,Prata
Henrique da Silva Amancio,DAC3B43,VW,Azul Claro
Sofia Martins Campos,FDA4B19,Chevrolet,Preto
Vitória Paschoalino Amancio,BAD0C85,Hyundai,Branco
Sofia Amorim da Costa,DBD0D75,Chevrolet,Preto
Samuel Cristine Camargo,EBC7C68,VW,Cinza
Maria Nascimento Lopes,CBA1C38,Honda,Preto
Henrique Ferreira dos Santos,BDC9C91,Hyundai,Prata
Pedro Martins Mengue,DCF1B74,Fiat,Cinza
Guilherme Nascimento Amaral,DDE5A23,Honda,Prata
Larissa de Oliveira Camargo,EEE9E40,Fiat,Prata
Yasmin Ferreira Lima,AAE7C97,Hyundai,Vermelho
Vitória Vieira Ribeiro,ECA8A33,Toyota,Branco
Thiago Cruz Campos,CEA4D89,Chevrolet,Cinza
Matheus de Oliveira Ribeiro,CFA3C27,VW,Cinza
Felipe de Almeida Lopes,FAD4B57,Toyota,Prata
Livia Martins Machado,FCA3C18,Honda,Cinza
Livia Alves Athayde,AEC3D23,VW,Preto
Yasmin Gomes Machado,DCE4E97,Toyota,Prata
Maria Gomes Lopes,FDF6E31,Toyota,Preto
Maria Ferreira Melo,BED2B47,Hyundai,Preto
Maria Nascimento Mengue,BEE8E39,Toyota,Branco
João Mesquita Lopes,FBF4A57,Toyota,Vermelho
Henrique Cristine Soares,CCD0D64,Hyundai,Vermelho
Rafael Fernandes Amancio,ADD0E45,Hyundai,Azul Claro
Giovanna Ferreira Soares,CCD6C68,Toyota,Cinza
Henrique Cruz Soares,ACC7E84,VW,Preto
Mariana Santana Trindade,EAE2D97,Hyundai,Azul Claro
Erik Paschoalino Mendes,AAC2E58,Chevrolet,Vermelho
Daniel Cruz Mendes,FCA5C41,Honda,Vermelho
Daniel Ferreira dos Santos,BEF3D39,Hyundai,Azul Claro
Daniel de Almeida Soares,DFF9C19,VW,Branco
Yasmin Ferreira Pereira,BAD7B41,VW,Vermelho
Vitória Mesquita Trindade,EAB9B19,Honda,Prata
Thiago Gomes Mendonça,FAA5C83,Fiat,Branco
Eduardo Mesquita Amaral,DFC3E93,Hyundai,Vermelho
André Alves Senzaki,BDB6D13,VW,Cinza
Vinícius Bellini Pinto,BAE1E60,VW,Cinza
Mariana Fernandes Lima,ECF5A46,Hyundai,Branco
Felipe Amorim Mendonça,CAB6D50,Toyota,Azul Claro
Giovanna Martins Amaral,CDA6B59,Hyundai,Preto
Victor Nascimento Dias,FFD7C24,VW,Branco
Vinícius Gomes Domingues,BCF4E69,VW,Prata
João Martins Machado,DCE1C76,Honda,Preto
Yasmin Ponciano Amaral,EBC1A18,VW,Cinza
Giovanna Nascimento Soares,ECD6B10,Chevrolet,Azul Claro
Henrique de Medeiros Mengue,ADC5A26,Fiat,Preto
Eduardo Braz Amancio,FBE5B48,Honda,Branco
Giovanna Cruz Lima,BDF2B43,Toyota,Branco
Beatriz da Silva Mengue,AAE8A24,Chevrolet,Cinza
Mariana Ponciano Silva,BEF2A26,Chevrolet,Branco
Erik Vieira Lima,CFF1E38,Chevrolet,Branco
Vinícius Santana Trindade,FBD2E59,Toyota,Azul Claro
Miguel Vieira da Costa,FCC8E73,Hyundai,Preto
Mariana de Oliveira Lima,AFE5D67,Fiat,Cinza
Maria Cruz Sanches,CBD0D90,Chevrolet,Preto
Maria Cristine Mengue,EFF1B34,VW,Azul Claro
Pedro Ferreira Camargo,DBD6D56,Fiat,Prata
Vitória Gomes Castilho,EEC4E90,Hyundai,Vermelho
Clara Santana dos Santos,EBD6B81,Chevrolet,Cinza
Miguel Braz Rodrigues,AEE1D67,Chevrolet,Azul Claro
Sofia Alves dos Santos,CAE2D67,VW,Prata
Pedro de Oliveira Trindade,FEF5D74,Toyota,Azul Claro
Victor Nascimento Campos,CCE9B32,Chevrolet,Prata
Guilherme Vieira Domingues,ADD2D64,Fiat,Branco
Mariana Bellini Castilho,FBC3B20,Fiat,Cinza
Victor Cristine Amaral,DDC5E99,VW,Branco
Samuel Fernandes Mengue,BEF7A68,Fiat,Branco
Guilherme de Oliveira Silva,AFD0D40,VW,Prata
Victor Vieira Silva,CDB2D56,Fiat,Prata
Matheus Matos da Costa,AFA4A57,Honda,Vermelho
Victor Matos dos Santos,CDE2E37,Toyota,Vermelho
Sofia Matos Rodrigues,DCE3B38,Honda,Cinza
Eduardo de Oliveira Pinto,EBF4C74,VW,Vermelho
Erik Braz Camargo,ECD9C54,Chevrolet,Azul Claro
Thiago Mesquita Amaral,DEB4B57,Chevrolet,Cinza
Eduardo Franco Melo,CEC1B82,Chevrolet,Cinza
Maria de Almeida Mendes,ABA9B36,Fiat,Preto
Matheus Cruz Athayde,CBD1B63,Chevrolet,Azul Claro
Samuel Santana Castilho,FAD4B41,Hyundai,Preto
Mariana Cristine Sanches,CCC7A59,VW,Cinza
Clara Braz Senzaki,BDD2B68,Fiat,Preto
Vitória Braz dos Santos,EEC5B76,Toyota,Branco
Erik Cruz Amancio,ECD0C97,VW,Azul Claro
Felipe Matos Rodrigues,BDD6C49,Toyota,Azul Claro
André Braz Athayde,FAE7C89,VW,Prata
Victor Alves Lima,CAF3E81,Hyundai,Vermelho
Thiago Gomes Machado,EAA5B66,VW,Preto
Livia Cruz Mendonça,ADF7D23,Chevrolet,Preto
Victor Ponciano Athayde,DFD2C60,VW,Prata
Eduardo Bellini Campos,AAD7A30,Honda,Prata
Henrique Queiroz Lima,DFA5A47,Fiat,Preto
João Ponciano Camargo,EEF6C90,Honda,Preto
Daniel Nascimento Pereira,ABE9E81,VW,Azul Claro
Rafael Queiroz Athayde,DDD5B40,VW,Cinza
Henrique Santana da Costa,CCB5A18,VW,Branco
João Cruz Araujo,BCD5E29,VW,Azul Claro
João Bellini Machado,BAC7B10,VW,Cinza
Giovanna Paschoalino Dias,DEF2C54,Chevrolet,Azul Claro
Clara Nascimento Soares,BBF6E11,Chevrolet,Prata
Maria Mesquita da Costa,AFF7A28,Fiat,Vermelho
João Amorim dos Santos,CBC9D47,Hyundai,Azul Claro
Maria Santana Lopes,CAE4B11,Fiat,Branco
Matheus Bellini Rodrigues,EFC6B41,Hyundai,Branco
Erik Martins Barbosa,CDF0C51,Hyundai,Preto
João Vieira Trindade,ACF0C60,Honda,Azul Claro
Daniel Queiroz Domingues,CBA1E74,Chevrolet,Vermelho
Miguel Martins Mengue,FBD5C13,VW,Azul Claro
André de Oliveira Machado,BBE3D45,Fiat,Vermelho
Mariana Matos Mendes,BFB3C11,Honda,Cinza
Thiago Bellini Soares,CBB4B82,Toyota,Azul Claro
Henrique Ferreira Domingues,EED6E42,VW,Prata
Vitória de Medeiros da Costa,FBC8B78,Fiat,Cinza
Mariana Ponciano Sanches,CEE4A45,Hyundai,Vermelho
Maria Ponciano Silva,CBD1E54,VW,Branco
Eduardo de Almeida Soares,DBB8D94,Fiat,Prata
Giovanna da Silva Domingues,FBF5C94,VW,Vermelho
João Gomes Camargo,FCA8E39,Chevrolet,Azul Claro
Miguel Matos Melo,FAB9A60,Hyundai,Azul Claro
Larissa Santana Mendonça,DFD1A11,VW,Branco
Rafael Santana Melo,ABF3D19,Honda,Prata
Felipe Fernandes Mengue,BBD3B60,Chevrolet,Preto
Samuel Cruz Lopes,EBD1D90,Honda,Cinza
Matheus de Oliveira Domingues,BDB3B85,Hyundai,Branco
Samuel Gomes Amaral,BAC7A32,Fiat,Branco
João Alves Mendes,BCA9C43,VW,Cinza
Yasmin da Silva da Costa,DFD2E15,Toyota,Preto
Rafael Alves Pinto,FDD9E77,VW,Vermelho
Matheus Amorim Mendes,ACE2E11,Toyota,Preto
Giovanna de Medeiros Lima,FDB7D40,Chevrolet,Cinza
Daniel Alves Rodrigues,EBD7A23,Honda,Vermelho
Livia Bellini Camargo,FED1D79,Chevrolet,Vermelho
Vinícius Franco Machado,ADC1D81,Hyundai,Preto
Mariana Vieira Campos,FBE4C52,Chevrolet,Cinza
Daniel Alves dos Santos,CBD2E76,VW,Prata
Sofia de Oliveira Athayde,FFA8C27,Fiat,Preto
Gabriel Amorim Rodrigues,FCC6E27,Honda,Cinza
Daniel da Silva Camargo,DFC0B67,Chevrolet,Preto
Sofia Gomes Mengue,FED7D41,Fiat,Preto
Felipe de Oliveira Amaral,EEC8B78,Fiat,Cinza
Daniel Matos Barbosa,ABA5A77,Toyota,Branco
Beatriz Queiroz Campos,BBD1A23,Chevrolet,Azul Claro
Pedro Ferreira Trindade,FEB9E33,VW,Cinza
João Matos Amaral,BFE9E64,Toyota,Preto
Eduardo Cristine Athayde,AAA8A61,Chevrolet,Prata
Maria da Silva da Costa,FED2E76,Honda,Branco
Vitória Gomes Barbosa,BDB2B43,Fiat,Prata
João Ponciano Silva,FBE2A55,Fiat,Azul Claro
Thiago Queiroz Pinto,FCD0A10,Honda,Cinza
João Matos Domingues,BCA8C97,VW,Preto
Eduardo Paschoalino Ribeiro,ACB5B73,Hyundai,Azul Claro
Livia de Medeiros Barbosa,EAC1C50,Fiat,Preto
Mariana Nascimento Trindade,CAA5A83,Honda,Cinza
Clara Amorim Sanches,EED6B50,Honda,Branco
Rafael Mesquita Domingues,DCA1C66,Honda,Branco
Sofia Santana Dias,EBE7C48,Hyundai,Azul Claro
Beatriz de Almeida Castilho,ECA5A47,Chevrolet,Prata
Larissa Mesquita Castilho,FFE8A17,Hyundai,Branco
Felipe Ponciano Melo,AEA6B17,Chevrolet,Preto
Daniel Cruz Campos,DDE4A98,Chevrolet,Prata
Felipe Nascimento Lima,ACD5E55,Toyota,Prata
Larissa Cruz Mengue,BAA5C72,Hyundai,Azul Claro
Felipe Martins Senzaki,BAC3E86,Honda,Branco
Rafael Vieira Mendes,FDA5D88,Fiat,Prata
Samuel Amorim Castilho,FCD1C23,Toyota,Prata
Daniel Braz Ribeiro,BAC6D37,Hyundai,Preto
Eduardo Bellini Camargo,ABA3D24,Honda,Cinza
Daniel Nascimento Mengue,BDE4A93,Honda,Azul Claro
Maria Ferreira Camargo,EBB2E61,Fiat,Branco
Thiago Cristine da Costa,AFF6B15,Toyota,Prata
Sofia Nascimento Machado,ACA7D73,Toyota,Prata
Erik Paschoalino Lima,ADB2C21,Hyundai,Branco
Samuel Franco Soares,EDC6E28,Hyundai,Cinza
Sofia Bellini Mendes,FEF9B57,VW,Branco
Pedro Martins Pereira,CCD0E27,VW,Cinza
João Martins da Costa,EDF8A94,Honda,Branco
Beatriz de Almeida Senzaki,DEB5C71,Toyota,Branco
André de Almeida Rodrigues,EBB3B74,Chevrolet,Azul Claro
Victor Ponciano Camargo,BAD3B50,VW,Cinza
Beatriz Braz Amancio,BCA1E75,Toyota,Vermelho
João Ponciano Silva,DAA8C23,Honda,Azul Claro
Maria da Silva Campos,BBB9B20,Hyundai,Preto
Vitória Queiroz Lopes,EDB6D16,Hyundai,Preto
Yasmin Alves Mendes,CDB4C53,Toyota,Prata
Thiago de Oliveira Athayde,CCB2E99,VW,Preto
Livia Queiroz Araujo,AEF2B55,VW,Azul Claro
Beatriz Santana Araujo,FED7A99,Toyota,Vermelho
Livia Alves Melo,BDE1D12,Toyota,Vermelho
André de Almeida Amancio,BDA5C62,Honda,Vermelho
João Nascimento Domingues,BFD0D28,Honda,Vermelho
Eduardo Bellini dos Santos,FBB6D83,Hyundai,Branco
Maria Cruz Castilho,AAA6B91,Toyota,Branco
Miguel Ferreira Trindade,EAC2D30,Honda,Cinza
Samuel Paschoalino Soares,EDD9B36,Fiat,Preto
André de Medeiros Camargo,EAC3E63,Hyundai,Prata
Guilherme Gomes Campos,ADF3A29,Toyota,Vermelho
Daniel Queiroz Lopes,CEE8A80,Toyota,Prata
Daniel Bellini Athayde,FDF1D89,Hyundai,Branco
Felipe Gomes Amaral,FCB4B59,Chevrolet,Vermelho
Vinícius Braz Mendonça,BEA2A61,VW,Vermelho
Mariana Cristine Rodrigues,EFB1C49,Honda,Azul Claro
Vitória Ponciano Machado,EEA9D42,Toyota,Cinza
Guilherme Fernandes Machado,CFE3A61,Toyota,Vermelho
Larissa Bellini Araujo,DFC6B70,Chevrolet,Branco
Matheus Gomes Pinto,ECD8E17,Hyundai,Branco
Gabriel Santana Trindade,BFD8B98,VW,Preto
Erik Ponciano da Costa,CCC7C16,Fiat,Vermelho
Thiago Franco Pereira,FDF4C24,Honda,Vermelho
Victor de Almeida Domingues,EFC2A49,Hyundai,Vermelho
Thiago Franco Amaral,ECD4B24,Hyundai,Cinza
Larissa de Almeida Camargo,BCF0C74,Chevrolet,Vermelho
Guilherme Mesquita Soares,ABF9D83,Chevrolet,Preto
Miguel Queiroz da Costa,ABC8C84,Toyota,Azul Claro
Daniel da Silva Mendes,BBF4C88,Hyundai,Vermelho
André de Almeida Castilho,FEC8C82,Chevrolet,Prata
Guilherme da Silva Mengue,ACC7C17,Toyota,Cinza
Larissa de Almeida Dias,BDB8E66,Toyota,Prata
Daniel Vieira Barbosa,AEA7C62,Honda,Preto
Vinícius da Silva Trindade,AFE6A16,Hyundai,Preto
Matheus Matos Pereira,FAB2E63,Fiat,Branco
João Nascimento Campos,BEC4A48,Chevrolet,Azul Claro
Sofia de Almeida Pinto,EFC7D48,Honda,Preto
Yasmin de Oliveira Castilho,DBE6A30,Honda,Preto
Vitória Bellini Dias,CBD9E85,Fiat,Prata
Thiago de Oliveira da Costa,BCC0E73,Hyundai,Prata
Pedro Nascimento Mendes,BFA9D19,Hyundai,Azul Claro
Livia Santana Lima,AAF8E19,Hyundai,Vermelho
Eduardo Martins Pereira,FBF3E51,Hyundai,Vermelho
Thiago Matos Senzaki,BCC4C58,Chevrolet,Preto
Daniel Paschoalino Pereira,EBC2D41,Toyota,Preto
Vinícius Queiroz Pinto,DCE7C83,Honda,Azul Claro
Clara de Medeiros Domingues,DBA6A82,Toyota,Vermelho
Rafael da Silva Dias,BBF9D85,Honda,Branco
Yasmin Vieira Trindade,FDB7A43,VW,Vermelho
Guilherme Franco Pinto,FED0C34,Hyundai,Azul Claro
Matheus Paschoalino Pereira,FFB8D21,Hyundai,Preto
Yasmin Cruz Barbosa,FDA2A69,Hyundai,Branco
Matheus Vieira Amaral,FDB5A17,Hyundai,Cinza
Matheus Gomes Mengue,BFC9B45,Honda,Azul Claro
Mariana da Silva Senzaki,ABF3C70,Honda,Preto
Matheus Ferreira Rodrigues,DFE7D91,Toyota,Branco
Pedro da Silva Amaral,ECD3B50,Chevrolet,Branco
Beatriz de Oliveira Melo,ADF2E46,Hyundai,Cinza
Samuel Alves Silva,AFE3C66,Toyota,Preto
Livia Bellini da Costa,FFC9E32,Chevrolet,Branco
Vitória Mesquita Dias,FCF3E28,Toyota,Preto
Sofia Cruz Domingues,BBC3B46,VW,Preto
Pedro Queiroz Mendes,CAD5D88,VW,Prata
Matheus Queiroz Pereira,EED4E63,Chevrolet,Azul Claro
Felipe Mesquita Rodrigues,AAC2B56,Toyota,Branco
Giovanna de Medeiros Amancio,DBE7A83,Fiat,Preto
Erik de Almeida Sanches,EDB8D64,Toyota,Azul Claro
Yasmin Nascimento Araujo,FBA3E56,Honda,Prata
Livia Mesquita Pereira,BCF3B64,Fiat,Vermelho
Daniel Cristine Lima,BDD9A74,VW,Branco
Erik Mesquita Campos,EAE7B99,VW,Prata
Pedro Vieira Dias,BDE8C65,VW,Prata
Maria Alves Lima,FBF3B13,Honda,Prata
Maria Queiroz Castilho,EDB1A88,Honda,Prata
Rafael Matos Amaral,AAC2E48,Fiat,Branco
Beatriz Ferreira Barbosa,BAA2A79,VW,Cinza
João Gomes da Costa,DEA0A65,VW,Prata
João Vieira Machado,ACC4E75,Honda,Cinza
Sofia da Silva Rodrigues,DAB1E38,VW,Vermelho
Miguel Fernandes Campos,ACA8D65,Honda,Preto
Beatriz de Oliveira Amancio,EBB1B56,Hyundai,Cinza
Clara Nascimento Machado,EFA2B97,Hyundai,Preto
Samuel de Almeida Soares,DEB6E74,Honda,Azul Claro
Felipe Ferreira Araujo,ADC4C70,Chevrolet,Cinza
Erik Cruz Araujo,BBD1B94,VW,Azul Claro
Larissa Cristine Lima,ACD6C49,Chevrolet,Cinza
Vitória Franco Silva,BFD1B77,Chevrolet,Preto
Henrique Queiroz Pereira,EBB1E65,Hyundai,Cinza
Mariana Matos Lima,AAD1C78,Chevrolet,Azul Claro
Eduardo Mesquita Rodrigues,CEE4B45,VW,Azul Claro
Sofia Vieira Mendonça,DBE5B50,Honda,Vermelho
Samuel da Silva Pereira,DFC4C69,Fiat,Branco
Miguel Franco Ribeiro,BAD5C67,Toyota,Cinza
Matheus Amorim Rodrigues,FEA2E20,VW,Vermelho
Miguel Martins Ribeiro,FCD3B83,Chevrolet,Vermelho
Sofia Alves Athayde,ADD8B98,Honda,Preto
Henrique Bellini Senzaki,EDA2B41,Honda,Preto
Yasmin Amorim Mengue,CCD3B31,Chevrolet,Prata
Samuel Franco Trindade,FBF8B36,Fiat,Prata
Miguel da Silva Amancio,EBF2D70,VW,Vermelho
Thiago Vieira Campos,ACB0A66,Toyota,Cinza
Larissa de Almeida Ribeiro,EEE3D73,Toyota,Prata
Miguel Gomes Rodrigues,ABA1A47,Toyota,Branco
Henrique Nascimento Rodrigues,ECB4B28,Toyota,Preto
Miguel Cristine Machado,EAF0C18,VW,Preto
Pedro Alves Domingues,CFC5D11,Fiat,Preto
Pedro de Medeiros Camargo,CBF6B29,Honda,Branco
João Gomes Dias,CDF1C18,Chevrolet,Vermelho
Livia Cristine Mendes,CAE4E94,Honda,Branco
Vinícius Mesquita Pinto,DDA6E30,Fiat,Vermelho
Victor Gomes Mendonça,EDB2E24,Hyundai,Cinza
Pedro Cristine Soares,BCB5B93,VW,Cinza
Vitória Alves da Costa,EEB3A13,Honda,Prata
Rafael Ferreira Camargo,EFA3C78,Fiat,Preto
Giovanna de Medeiros Amancio,FCF6D15,VW,Preto
Pedro Fernandes Pereira,DCE9C99,VW,Preto
João da Silva Mendonça,ECA7D50,Toyota,Prata
Yasmin Bellini Dias,EDE8E21,VW,Prata
Clara Cristine Silva,BAF1B95,Honda,Vermelho
